idMvt;conf;xsaisi;ysaisi;epsg;num_insee;commune;dateDebut;lieu_dit;typeMvt;libelleType;fiabiliteType;libelleFiabilite;PrecDate;libelleDate;prec_xy;libellePrec;longitudeDoublePrec;latitudeDoublePrec;
"20300182";;"373968.799999999988";"1980502.80000000005";"27572";"33234";"LATRESNE";"1996-12-27";"jean got chibaou";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"5";"Commune";"-0.518880549999999996";"44.788333999999999";
"63300031";;"368177";"2009887";"27572";"33035";"BAYON-SUR-GIRONDE";"1987-12-11";"La Reuille";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.605876604950636";"45.0505325735415028";
"63300353";;"408374.900000000023";"1981260.375";"27572";"33460";"SAINT-PEY-DE-CASTETS";"2004-01-10";"Grande Vigne";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.0848256315301973984";"44.8055267328982012";
"63300356";;"400297.099999999977";"1955296.375";"27572";"33463";"SAINT-PIERRE-D'AURILLAC";"1991-08-31";"Les Arrocs";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"2";"Décamètre";"-0.176342839863276007";"44.5698450992652013";
"63300357";;"399812.299999999988";"1955247.75";"27572";"33463";"SAINT-PIERRE-D'AURILLAC";"1985-05-01";"Les Arrocs";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"2";"Décamètre";"-0.18242216190223301";"44.5692740077071008";
"63300370";;"376020.5";"2009056.375";"27572";"33525";"TAURIAC";"2005-12-01";"Rue des Carrières - La Louze";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"4";"Kilomètre";"-0.506035696456457962";"45.0456589515407018";
"63300030";;"368154";"2009989";"27572";"33035";"BAYON-SUR-GIRONDE";"1988-02-01";"La Reuille";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.606216721630470023";"45.051441690148998";
"63300026";;"368420";"2010025";"27572";"33035";"BAYON-SUR-GIRONDE";"1977-03-01";;"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.602860675838902016";"45.0518548211914975";
"12000066";;"431958";"6405792";"2154";"33226";"LANGOIRAN";"2014-02-27";"Le Pied du Château";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"2";"Décamètre";"-0.384460000000000024";"44.6995399999999989";
"20300164";;"411329.200000000012";"1956772";"27572";"33352";"LA REOLE";"1937-01-01";"monplaisir";"2";"Chute de blocs / Eboulement";"1";"Fort";"4";"Année";"5";"Commune";"-0.0381730460000000021";"44.5861969999999985";
"20300162";;"412841.599999999977";"1955818";"27572";"33352";"LA REOLE";"1995-09-21";"Le Priou";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.0187810999999999985";"44.5780329999999978";
"20300177";;"384392.299999999988";"1970242";"27572";"33226";"LANGOIRAN";"2001-02-24";"Gardera";"2";"Chute de blocs / Eboulement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.382830999999999977";"44.6994299999999996";
"63300025";;"367934";"2010183";"27572";"33035";"BAYON-SUR-GIRONDE";"1977-03-01";"Roque Pigeon";"2";"Chute de blocs / Eboulement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.60909878151647201";"45.0531113975267985";
"63300371";;"375500.400000000023";"2008396.5";"27572";"33525";"TAURIAC";"1111-11-01";"Route de Beurrier - Le Mourat";"3";"Coulée";"1";"Fort";"0";"Inconnue";"3";"Hectomètre";"-0.512325839097959035";"45.0395567082000028";
"63300286";;"389626.299999999988";"1953412.5";"27572";"33337";"PREIGNAC";"1997-05-16";"Arrançon";"3";"Coulée";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.309721165300818002";"44.5497609857549008";
"12000063";;"431623";"6405941";"2154";"33226";"LANGOIRAN";"2014-07-25";"La Gardera";"3";"Coulée";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.388770000000000004";"44.7007499999999993";
"63300354";;"413786";"1994065";"27572";"33461";"SAINT-PHILIPPE-D'AIGUILLE";"2005-04-23";;"3";"Coulée";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.0213474277184440009";"44.9221281757315012";
"63300382";;"388490.5";"1954518";"27572";"33337";"PREIGNAC";"1995-08-10";"Boutoc - Le Haine";"3";"Coulée";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.324470897203613995";"44.5593569331892994";
"63300257";;"414147";"1955653";"27572";"33291";"MONTAGOUDIN";"1980-01-01";"VC 2";"3";"Coulée";"1";"Fort";"5";"Décennie";"3";"Hectomètre";"-0.00230591149962162002";"44.5768990027402978";
"63300205";;"410781";"1956304";"27572";"33352";"LA REOLE";"2001-03-20";"Chemin Royal";"3";"Coulée";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.0448878357786354973";"44.5818419447149026";
"63300246";;"373471";"1989173";"27572";"33249";"LORMONT";"2001-05-01";"Lissandre";"3";"Coulée";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.529158754714217028";"44.8660999580568003";
"63300261";;"386114";"1968883";"27572";"33311";"PAILLET";"2003-02-03";"Route de Targon";"3";"Coulée";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.36054104051128899";"44.6877461435871979";
"63300345";;"410070.200000000012";"1988343.625";"27572";"33437";"SAINT-MAGNE-DE-CASTILLON";"2005-04-24";"Côteau du bourg";"3";"Coulée";"1";"Fort";"1";"Jour";"4";"Kilomètre";"-0.0661571946063211069";"44.8696811278890024";
"64700001";;"0.566799998283386008";"44.1397895812987997";"4326";"33017";"AUBIAC";"2006-06-10";"4 Chemin Mourat";"3";"Coulée";"1";"Fort";"1";"Jour";"1";"Mètre";"0.566799998283386008";"44.1397895812987997";
"63300086";;"400619";"1984149";"27572";"33071";"BRANNE";"1963-01-01";"Chemin de Lilot";"3";"Coulée";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.183935524212892998";"44.8293052690027025";
"10200179";;"443432.46875";"6375268.5";"2154";"33036";"BAZAS";"2012-04-01";"Moulin de Hourtin";"3";"Coulée";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.224019050598144531";"44.4293174743652344";
"63300220";;"383976";"1970417";"27572";"33226";"LANGOIRAN";"1998-05-01";"Gardera";"3";"Coulée";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.388150165187365004";"44.7008712884859989";
"63300120";;"403718";"2006984";"27572";"33138";"COUTRAS";"1995-01-01";"VC 17";"3";"Coulée";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.153931798649759005";"45.0354847964193965";
"20300313";;"381168.299999999988";"1971001";"27572";"33518";"TABANAC";"1908-01-01";"CV n°6";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.423797160000000006";"44.7052400000000034";
"20300314";;"375323.400000000023";"2007993.60000000009";"27572";"33525";"TAURIAC";"1857-01-01";"la lustre plateau";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.514384999999999981";"45.0358850000000004";
"20300315";;"375083.200000000012";"2007961.60000000009";"27572";"33525";"TAURIAC";"1861-01-05";"la lustre";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.517412960000000033";"45.0355199999999982";
"20300316";;"375499.5";"2008490.10000000009";"27572";"33525";"TAURIAC";"1857-02-01";"videau";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.512369100000000022";"45.0403999999999982";
"20300317";;"386645.5";"1938006.80000000005";"27572";"33537";"UZESTE";"2001-02-11";"La Trave - Vallée du Ciron";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"2";"Décamètre";"-0.340578229999999982";"44.4103970000000032";
"20300318";;"389573.700000000012";"2003228.89999999991";"27572";"33542";"VERAC";"1991-01-01";"virlés";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.331644680000000025";"44.9975499999999968";
"20300319";;"394313.5";"1957799.10000000009";"27572";"33543";"VERDELAIS";"1998-04-12";"Grand Jean";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.252611880000000011";"44.590600000000002";
"63300379";;"361035.299999999988";"2010561.25";"27572";"33517";"SOUSSANS";"2004-01-01";"Le Cadéas";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.696768374895552989";"45.0541488034960977";
"63300381";;"379448.299999999988";"2007957.625";"27572";"33425";"SAINT-LAURENT-D'ARCE";"2006-10-06";"La Tuilerie";"4";"Effondrement / Affaissement";"2";"Moyen";"1";"Jour";"1";"Mètre";"-0.462071015136069019";"45.0368952541149028";
"63300385";;"403283.5";"1991447.75";"27572";"33394";"SAINT-EMILION";"1920-01-01";"Villemorine";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"2";"Décamètre";"-0.153190991334039989";"44.8956869354676016";
"63300386";;"403246.099999999977";"1991161.75";"27572";"33394";"SAINT-EMILION";"1999-02-16";"Bourg";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"1";"Mètre";"-0.153556947351500994";"44.8931049340289974";
"63300388";;"402916.799999999988";"1991139.25";"27572";"33394";"SAINT-EMILION";"2007-03-21";"Bourg";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"1";"Mètre";"-0.157708731936689994";"44.8928043220733031";
"63300389";;"402930.200000000012";"1991259.75";"27572";"33394";"SAINT-EMILION";"2007-03-26";"Bourg";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"1";"Mètre";"-0.157592906411120004";"44.8938958345029988";
"63300390";;"405122.299999999988";"1990938.5";"27572";"33384";"SAINT-CHRISTOPHE-DES-BARDES";"2005-01-01";"Le Barrail";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"2";"Décamètre";"-0.129741055605952005";"44.8916232254106973";
"63300391";;"404491.200000000012";"1990229.75";"27572";"33426";"SAINT-LAURENT-DES-COMBES";"2004-05-21";"Baladoz";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"1";"Mètre";"-0.137439454995530008";"44.8850798022688977";
"63300392";;"404580.099999999977";"1990112.25";"27572";"33426";"SAINT-LAURENT-DES-COMBES";"1993-01-01";;"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"1";"Mètre";"-0.136267006418481995";"44.8840441598064999";
"63300113";;"373453";"1988177";"27572";"33119";"CENON";"2002-06-01";"Rue St Saens";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.528927003042218957";"44.8571414776512967";
"22300164";"C";"377638.000488281017";"1977904.05273437011";"27562";"33085";"CAMBLANES-ET-MEYNAC";"1976-10-18";"FONTBONNE";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"5";"Commune";"-0.471397327054941973";"44.7661614896043005";
"63300119";;"411561";"1972321";"27572";"33129";"CLEYRAC";"2005-01-01";"Moulin de Maurey";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.041175068733309797";"44.7260404151638014";
"63300127";;"395256";"1980817";"27572";"33147";"DAIGNAC";"1995-02-26";"Bourg";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"2";"Décamètre";"-0.250297840670884009";"44.7977846313856034";
"63300128";;"395294";"1980884";"27572";"33147";"DAIGNAC";"2006-01-01";"Bourg";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"2";"Décamètre";"-0.24984592602943001";"44.7983981701108007";
"20300172";;"384067.799999999988";"1970367.5";"27572";"33226";"LANGOIRAN";"1986-04-01";"pied du château";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"5";"Commune";"-0.386969300000000016";"44.7004599999999996";
"20300110";;"395443.299999999988";"1981308.80000000005";"27572";"33147";"DAIGNAC";"1978-01-01";"VC n°3 / CD n°239";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"5";"Commune";"-0.248141269999999997";"44.8022599999999969";
"20300165";;"391197.900000000023";"1996891.80000000005";"27572";"33356";"LA RIVIERE";"1982-01-01";"quyot";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"5";"Commune";"-0.308364419999999972";"44.9410799999999995";
"20300173";;"383884.299999999988";"1970551.60000000009";"27572";"33226";"LANGOIRAN";"1986-01-01";"gardera";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"5";"Commune";"-0.389368680000000023";"44.7020570000000035";
"20300184";;"373965.400000000023";"1980480";"27572";"33234";"LATRESNE";"1858-01-11";"n°10";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"5";"Commune";"-0.518920500000000007";"44.7881240000000034";
"20300190";;"381363";"1981027";"27572";"33245";"LIGNAN-DE-BORDEAUX";"1984-04-01";"hadeau";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"5";"Commune";"-0.425783369999999994";"44.79542";
"20300196";;"408671.900000000023";"1999360.5";"27572";"33261";"LUSSAC";"1983-01-01";"château terrien";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"5";"Commune";"-0.0881303199999999981";"44.9683339999999987";
"20300197";;"408671.900000000023";"1999360.5";"27572";"33261";"LUSSAC";"1985-11-01";"château terrien";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"5";"Commune";"-0.0881303199999999981";"44.9683339999999987";
"22300195";"C";"378838.989257813024";"1980160.03417969006";"27562";"33118";"CENAC";"1970-02-18";"CITON";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"5";"Commune";"-0.457256521054750009";"44.7868244447495982";
"63300317";;"402963.299999999988";"1991266.125";"27572";"33394";"SAINT-EMILION";"1996-01-09";"Logis de Mallet";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.157177942641474";"44.893959194195503";
"63300318";;"402854.200000000012";"1990895.625";"27572";"33394";"SAINT-EMILION";"1887-01-26";"Vignobles Bel-Air (La Madeleine)";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.158407903592416993";"44.8906017440344982";
"63300250";;"407767";"1992508";"27572";"33290";"MONTAGNE";"1985-01-22";"Cimetiète de Parsac";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"2";"Décamètre";"-0.0969036731676334029";"44.9064795831393013";
"63300251";;"405317";"1995687";"27572";"33290";"MONTAGNE";"1987-01-01";"Château Beauséjour";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"2";"Décamètre";"-0.129160157279932991";"44.9343730319515018";
"63300254";;"404776";"1996003";"27572";"33290";"MONTAGNE";"2004-04-29";"La Maçonne";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"2";"Décamètre";"-0.136133462819459011";"44.9370610891561029";
"63300255";;"405605";"1994955";"27572";"33290";"MONTAGNE";"2006-05-01";"La Clotte";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"2";"Décamètre";"-0.125224584570148012";"44.9278733153025982";
"63300262";;"357469";"2023885";"27572";"33314";"PAUILLAC";"1999-10-24";"RD 2";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.748624380771627962";"45.1726633948993026";
"63300263";;"360957";"1982026";"27572";"33318";"PESSAC";"2000-10-09";"Cap de Bos";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"2";"Décamètre";"-0.683842245353242006";"44.7976474991415969";
"63300264";;"361748";"1981447";"27572";"33318";"PESSAC";"2001-03-05";"Magonty";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"2";"Décamètre";"-0.673577344933856015";"44.7927165761340973";
"22300196";"C";"378838.989257813024";"1980160.03417969006";"27562";"33118";"CENAC";"1900-01-01";"CITON";"4";"Effondrement / Affaissement";"1";"Fort";"7";">100 ans";"5";"Commune";"-0.457256521054750009";"44.7868244447495982";
"22300710";"C";"378448";"2006628";"27572";"33415";"SAINT-GERVAIS";"1985-03-01";"MATARD (CARRIERE)";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.474146009838237015";"45.0246184261658016";
"63300002";;"406453";"2004275";"27572";"33001";"ABZAC";"1995-12-01";"Le Pétreau";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.118178577448634997";"45.0119032390555986";
"22300290";"C";"387989.990234375";"1983807.00683594006";"27562";"33141";"CROIGNON";"1920-02-01";"LAFOURCADE";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"5";"Commune";"-0.343318681163557016";"44.8224728491424997";
"20300321";;"390825";"1998524.5";"27572";"33548";"VILLEGOUGE";"1994-08-01";"meyney";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.313782659999999991";"44.9556350000000009";
"20300322";;"366905";"2013790.89999999991";"27572";"33551";"VILLENEUVE";"1961-03-01";"CV n°3";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.623872199999999988";"45.0851940000000013";
"20300323";;"366792.400000000023";"2012958.39999999991";"27572";"33551";"VILLENEUVE";"1951-01-01";"escalete";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.624907549999999978";"45.0776699999999977";
"20300324";;"383012.5";"1965481.5";"27572";"33552";"VIRELADE";"1983-01-23";"Bois Pigual";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"2";"Décamètre";"-0.398133930000000025";"44.6562100000000015";
"22300111";"C";"386726.989746093983";"1953394.04296875";"27562";"33060";"BOMMES";"1910-03-01";"MAHON";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"5";"Commune";"-0.346151644266498026";"44.5487153321349965";
"22300124";"C";"371989.990234375";"2008745.97167969006";"27563";"33067";"BOURG";"1931-04-06";"NIAU";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"5";"Commune";"-0.556990888202973045";"45.0415495311245024";
"22300125";"C";"371989.990234375";"2008745.97167969006";"27563";"33067";"BOURG";"1952-09-02";"CAMILLAC";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"5";"Commune";"-0.556990888202973045";"45.0415495311245024";
"22300295";"C";"380894.989013671991";"2000436.03515625";"27562";"33143";"CUBZAC-LES-PONTS";"1979-11-01";"BICOT";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"5";"Commune";"-0.440353514772112986";"44.9697391135610971";
"22300298";"C";"396588.012695313024";"1980251.953125";"27562";"33147";"DAIGNAC";"1982-03-01";"DAIGNAC";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"5";"Commune";"-0.233247238205080004";"44.7930986359247996";
"22300420";"C";"385022.003173828009";"1971265.01464844006";"27562";"33226";"LANGOIRAN";"1931-03-01";"PIED DU CHATEAU";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"5";"Commune";"-0.375336454212793991";"44.7088189349604974";
"22300521";"C";"405428.009033203009";"1995926.02539062989";"27562";"33290";"MONTAGNE";"1987-03-01";"MOULIN DE CALONS";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"5";"Commune";"-0.127850136035217998";"44.9365530410937026";
"22300661";"C";"390619.995117188024";"1996776.97753905994";"27562";"33356";"LA RIVIERE";"1984-06-17";"ROUSSELLE (LA)";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"5";"Commune";"-0.315631304782631017";"44.9398678620148004";
"22300682";"C";"381503.997802734026";"2003478.02734375";"27562";"33366";"SAINT-ANDRE-DE-CUBZAC";"1986-07-18";"TASTA (LA)";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"5";"Commune";"-0.434000289545430018";"44.9972779771683022";
"22300683";"C";"381503.997802734026";"2003478.02734375";"27562";"33366";"SAINT-ANDRE-DE-CUBZAC";"1929-04-01";"TASTA (LA)";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"5";"Commune";"-0.434000289545430018";"44.9972779771683022";
"63300242";;"381310";"1980845";"27572";"33245";"LIGNAN-DE-BORDEAUX";"1920-01-01";"RD 115";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.426371629467579005";"44.7937672950023966";
"63300244";;"381512";"1980310";"27572";"33245";"LIGNAN-DE-BORDEAUX";"1920-01-01";"Moulin de Carreyre";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.423584341000592002";"44.7890221777530968";
"63300245";;"381237";"1981006";"27572";"33245";"LIGNAN-DE-BORDEAUX";"1996-01-01";"RD 115";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.42736466669113099";"44.7951913907358019";
"63300247";;"389274";"1998206";"27572";"33259";"LUGON-ET-L'ILE-DU-CARNAY";"1900-01-01";"VC Bécède";"4";"Effondrement / Affaissement";"1";"Fort";"0";"Inconnue";"3";"Hectomètre";"-0.333282593005085004";"44.9523041595816011";
"63300267";;"361426";"2000387";"27572";"33322";"LE PIAN-MEDOC";"2005-11-24";"Sénéjac";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.686843750728194036";"44.9628369855421965";
"63300059";;"372803";"2008684";"27572";"33067";"BOURG";"1950-01-01";"Saint Michel";"4";"Effondrement / Affaissement";"1";"Fort";"5";"Décennie";"3";"Hectomètre";"-0.546653984545220961";"45.0412609537602009";
"20300285";;"379302.200000000012";"2007107.19999999995";"27572";"33425";"SAINT-LAURENT-D'ARCE";"1860-08-01";"chemin de lange";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.463537450000000018";"45.0291980000000009";
"20300234";;"376110.900000000023";"1976428.89999999991";"27572";"33349";"QUINSAC";"1992-10-01";"peysard";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.48999377999999999";"44.7524099999999976";
"20300236";;"391413.900000000023";"1997838.89999999991";"27572";"33365";"SAINT-AIGNAN";"1952-01-01";"lande de bicot";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.306033639999999996";"44.9496540000000024";
"20300237";;"381313";"2004021.10000000009";"27572";"33366";"SAINT-ANDRE-DE-CUBZAC";"1930-01-01";"plantey";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.436663059999999992";"45.0020979999999966";
"63300162";;"366182";"2012466";"27572";"33182";"GAURIAC";"1992-12-01";"Pavillon";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.632410494895717989";"45.0730399166570024";
"63300163";;"366686";"2012405";"27572";"33182";"GAURIAC";"1992-12-06";"Cluzeau";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.625987705450702037";"45.072662662036997";
"63300164";;"366494";"2012360";"27572";"33182";"GAURIAC";"1992-09-01";"Branly";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.628401794849976048";"45.0721930423649013";
"63300165";;"367307";"2012026";"27572";"33182";"GAURIAC";"1992-11-01";"Camp Haut Est";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.617929046247561953";"45.0694661521105999";
"63300167";;"367096";"2011832";"27572";"33182";"GAURIAC";"1992-12-01";"Bone";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.620512919566300947";"45.0676509420574973";
"63300169";;"367240";"2011137";"27572";"33182";"GAURIAC";"1992-12-19";"Francicot";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.618354688308279998";"45.0614524203513014";
"63300170";;"366796";"2011750";"27572";"33182";"GAURIAC";"1993-01-01";"Furt";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.624279060649088002";"45.0668122689281034";
"63300172";;"366766";"2012302";"27572";"33182";"GAURIAC";"1995-01-01";"Perrinque";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.624923588552348974";"45.0717639315287997";
"63300174";;"367330";"2011497";"27572";"33182";"GAURIAC";"1996-11-01";"Bourg";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.617384925038249044";"45.0647188296728984";
"63300176";;"367313";"2011468";"27572";"33182";"GAURIAC";"1997-04-01";"Bourg";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.617586716257484958";"45.0644524062078986";
"63300177";;"367323";"2011493";"27572";"33182";"GAURIAC";"1998-04-06";"Francicot";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"2";"Décamètre";"-0.617471804009760983";"45.0646805078782009";
"63300179";;"367035";"2012364";"27572";"33182";"GAURIAC";"1900-01-01";"Barruet";"4";"Effondrement / Affaissement";"1";"Fort";"0";"Inconnue";"3";"Hectomètre";"-0.621540822098447965";"45.0724123571680977";
"20300057";;"385741";"1952707";"27572";"33060";"BOMMES";"1995-01-01";"le belier";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.358248379999999977";"44.5422360000000026";
"20300058";;"387754";"1955514";"27572";"33060";"BOMMES";"1910-03-01";"mahon";"4";"Effondrement / Affaissement";"1";"Fort";"2";"Mois";"3";"Hectomètre";"-0.33414919999999998";"44.5680850000000035";
"20300060";;"371991.799999999988";"2009068.89999999991";"27572";"33067";"BOURG";"1867-06-02";"la banlieue";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.557116399999999956";"45.0444529999999972";
"20300063";;"369863";"2008859";"27572";"33067";"BOURG";"1930-01-01";"Niau";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.584011999999999976";"45.0418599999999998";
"20300065";;"370622";"2009118.39999999991";"27572";"33067";"BOURG";"1952-09-02";"camillac (1930)";"4";"Effondrement / Affaissement";"1";"Fort";"1";"Jour";"3";"Hectomètre";"-0.574510399999999977";"45.0444370000000021";
"20300080";;"386563";"1984798.5";"27572";"33083";"CAMARSAC";"1988-01-01";"Pichon";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.361772270000000007";"44.8309399999999982";
"20300081";;"386469";"1984850";"27572";"33083";"CAMARSAC";"1989-01-01";"Sayes";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.36298229999999998";"44.8313800000000029";
"20300082";;"386547";"1984814.5";"27572";"33083";"CAMARSAC";"1990-01-01";"Filiet";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.36198132999999999";"44.83108";
"20300083";;"386573";"1984866";"27572";"33083";"CAMARSAC";"1991-01-01";"Sayes";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.361675469999999999";"44.831553999999997";
"20300086";;"386676.5";"1984563";"27572";"33083";"CAMARSAC";"1987-01-01";"Bois vert";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.360242899999999977";"44.8288650000000004";
"20300239";;"381409.200000000012";"2004165.19999999995";"27572";"33366";"SAINT-ANDRE-DE-CUBZAC";"1970-01-01";"plantey";"4";"Effondrement / Affaissement";"1";"Fort";"4";"Année";"3";"Hectomètre";"-0.435511079999999995";"45.0034199999999984";
