CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
33226;974.0;2218.0;20960.0;46.0;11.0;;;;;;;;;72.8;64.3;4.4;4.1;28.3;7.9;5.4;2.0;2.1;1.3;-14.4;12180.0;33530.0;2.8
33227;3817.0;7221.0;18670.0;39.0;19.0;;23.0;26.0;16.0;;;7.0;26.0;61.1;53.2;3.8;4.1;34.8;9.1;9.0;2.0;4.2;2.8;-14.0;10770.0;32270.0;3.0
33228;280.0;691.0;19730.0;;;;;;;;;;;;;;;;;;;;;;;;
33229;3555.0;7391.0;23230.0;58.0;8.0;;;;;;;5.0;15.0;61.2;51.4;3.2;6.6;43.0;10.1;3.1;1.2;1.2;0.7;-17.4;13570.0;39580.0;2.9
33230;206.0;485.0;19380.0;;;;;;;;;;;;;;;;;;;;;;;;
33231;127.0;297.0;23190.0;;;;;;;;;;;;;;;;;;;;;;;;
33232;;;;;;;;;;;;;;;;;;;;;;;;;;;
33233;975.0;2678.0;19400.0;36.0;15.0;;;;;;;11.0;;75.8;67.5;4.6;3.7;22.0;6.6;7.6;3.6;2.5;1.5;-12.0;11700.0;29900.0;2.6
33234;1432.0;3464.0;27050.0;64.0;6.0;;;;;;;;;74.3;61.2;2.7;10.4;28.1;18.2;2.1;1.0;0.7;0.4;-22.7;14320.0;52230.0;3.6
33235;92.0;224.0;17320.0;;;;;;;;;;;;;;;;;;;;;;;;
33236;4628.0;9731.0;23800.0;61.0;10.0;;;13.0;10.0;;;6.0;17.0;62.6;49.2;2.9;10.5;38.6;18.6;2.2;0.9;0.8;0.5;-22.0;12800.0;47600.0;3.7
33237;328.0;836.0;21420.0;;;;;;;;;;;;;;;;;;;;;;;;
33238;4338.0;10852.0;25560.0;67.0;6.0;;;8.0;;;;;16.0;75.6;67.9;2.3;5.4;29.6;10.9;2.9;1.4;0.9;0.6;-19.0;14600.0;41940.0;2.9
33239;205.0;467.0;19100.0;;;;;;;;;;;;;;;;;;;;;;;;
33240;2675.0;5725.0;17940.0;37.0;22.0;;29.0;28.0;24.0;;;13.0;33.0;57.2;46.9;3.9;6.4;39.0;7.0;9.8;2.8;4.4;2.6;-13.0;10300.0;29390.0;2.9
33241;240.0;579.0;20150.0;;;;;;;;;;;;;;;;;;;;;;;;
33242;257.0;554.0;18940.0;;;;;;;;;;;;;;;;;;;;;;;;
33243;11747.0;24225.0;18990.0;44.0;21.0;33.0;25.0;26.0;21.0;12.0;9.0;7.0;32.0;66.8;56.7;3.8;6.3;31.1;9.4;8.6;2.3;3.8;2.5;-15.9;10060.0;34780.0;3.5
33244;149.0;402.0;19370.0;;;;;;;;;;;;;;;;;;;;;;;;
33245;318.0;827.0;26190.0;;;;;;;;;;;;;;;;;;;;;;;;
33246;63.0;144.0;18300.0;;;;;;;;;;;;;;;;;;;;;;;;
33247;57.0;141.0;19990.0;;;;;;;;;;;;;;;;;;;;;;;;
33248;1076.0;2810.0;20890.0;46.0;8.0;;;;;;;;;83.3;74.3;3.9;5.1;19.9;6.2;5.0;2.7;1.5;0.8;-14.4;13760.0;32240.0;2.3
33249;9689.0;22524.0;16320.0;36.0;28.0;30.0;33.0;33.0;29.0;20.0;13.0;9.0;36.0;68.0;59.7;5.5;2.8;26.0;4.3;13.5;3.8;5.6;4.1;-11.8;9370.0;27460.0;2.9
33250;133.0;313.0;20420.0;;;;;;;;;;;;;;;;;;;;;;;;
33251;259.0;688.0;19620.0;;;;;;;;;;;;;;;;;;;;;;;;
33252;292.0;798.0;24000.0;;;;;;;;;;;;;;;;;;;;;;;;
33253;465.0;1135.0;20390.0;;;;;;;;;;;;;;;;;;;;;;;;
33254;179.0;493.0;19810.0;;;;;;;;;;;;;;;;;;;;;;;;
33255;102.0;231.0;20220.0;;;;;;;;;;;;;;;;;;;;;;;;
33256;1957.0;5127.0;23690.0;62.0;5.0;;;;;;;;;84.1;77.6;3.3;3.2;22.6;6.0;3.3;2.0;0.8;0.5;-16.0;15250.0;35800.0;2.3
33257;172.0;466.0;22010.0;;;;;;;;;;;;;;;;;;;;;;;;
33258;125.0;307.0;19320.0;;;;;;;;;;;;;;;;;;;;;;;;
33259;549.0;1331.0;21070.0;;;;;;;;;;;;;;;;;;;;;;;;
33260;362.0;1005.0;21680.0;;;;;;;;;;;;;;;;;;;;;;;;
33261;524.0;1193.0;18900.0;;;;;;;;;;;;;;;;;;;;;;;;
33262;1680.0;4301.0;21760.0;54.0;7.0;;;;;;;;17.0;81.7;75.7;3.3;2.7;21.7;7.5;4.5;2.4;1.3;0.8;-15.4;13880.0;32710.0;2.4
33263;104.0;270.0;22870.0;;;;;;;;;;;;;;;;;;;;;;;;
33264;399.0;988.0;19200.0;;;;;;;;;;;;;;;;;;;;;;;;
33266;304.0;810.0;21310.0;;;;;;;;;;;;;;;;;;;;;;;;
33268;1193.0;2888.0;21720.0;52.0;8.0;;;;;;;;;80.0;72.8;3.0;4.2;23.7;7.0;4.3;2.1;1.4;0.8;-15.0;13300.0;33480.0;2.5
33269;167.0;385.0;19470.0;;;;;;;;;;;;;;;;;;;;;;;;
33270;71.0;186.0;21510.0;;;;;;;;;;;;;;;;;;;;;;;;
33271;90.0;209.0;18990.0;;;;;;;;;;;;;;;;;;;;;;;;
33272;451.0;1231.0;20680.0;;;;;;;;;;;;;;;;;;;;;;;;
33273;2852.0;7190.0;26040.0;71.0;5.0;;;;;;;;11.0;79.9;73.6;2.6;3.7;28.0;7.9;2.8;1.4;0.9;0.5;-18.6;15940.0;42050.0;2.6
33274;1178.0;3174.0;25250.0;67.0;;;;;;;;;;85.3;77.2;2.5;5.6;19.1;10.4;2.8;1.7;0.7;0.4;-17.6;16460.0;40590.0;2.5
33275;46.0;122.0;21840.0;;;;;;;;;;;;;;;;;;;;;;;;
33276;58.0;130.0;19350.0;;;;;;;;;;;;;;;;;;;;;;;;
33277;101.0;234.0;19420.0;;;;;;;;;;;;;;;;;;;;;;;;
33278;103.0;241.0;22200.0;;;;;;;;;;;;;;;;;;;;;;;;
33279;293.0;746.0;22100.0;;;;;;;;;;;;;;;;;;;;;;;;
33280;222.0;542.0;19350.0;;;;;;;;;;;;;;;;;;;;;;;;
33281;32689.0;68851.0;22540.0;60.0;11.0;19.0;12.0;13.0;11.0;7.0;6.0;5.0;19.0;79.6;71.5;3.1;5.0;25.9;8.1;4.7;1.5;1.9;1.3;-18.3;12290.0;39560.0;3.2
33282;129.0;312.0;19830.0;;;;;;;;;;;;;;;;;;;;;;;;
33283;93.0;232.0;19460.0;;;;;;;;;;;;;;;;;;;;;;;;
33284;3934.0;10613.0;23170.0;57.0;7.0;;;;;;;5.0;14.0;84.9;76.5;3.3;5.1;20.0;6.3;4.0;2.5;0.9;0.6;-15.2;14250.0;35110.0;2.5
33285;181.0;451.0;20630.0;;;;;;;;;;;;;;;;;;;;;;;;
33287;260.0;599.0;17850.0;;;;;;;;;;;;;;;;;;;;;;;;
33288;113.0;267.0;20990.0;;;;;;;;;;;;;;;;;;;;;;;;
33289;676.0;1368.0;18340.0;;;;;;;;;;;;;;;;;;;;;;;;
33290;618.0;1468.0;21330.0;;;;;;;;;;;;;;;;;;;;;;;;
33291;77.0;169.0;19150.0;;;;;;;;;;;;;;;;;;;;;;;;
33292;56.0;156.0;20780.0;;;;;;;;;;;;;;;;;;;;;;;;
33293;1319.0;3401.0;23510.0;62.0;7.0;;;;;;;;;82.9;73.3;3.5;6.1;20.8;9.1;3.5;1.7;1.1;0.7;-16.3;13850.0;38120.0;2.8
33294;212.0;513.0;18250.0;;;;;;;;;;;;;;;;;;;;;;;;
33295;;;;;;;;;;;;;;;;;;;;;;;;;;;
33296;439.0;1103.0;18720.0;;;;;;;;;;;;;;;;;;;;;;;;
33297;696.0;1862.0;21950.0;;;;;;;;;;;;;;;;;;;;;;;;
33298;402.0;1008.0;21350.0;;;;;;;;;;;;;;;;;;;;;;;;
33299;151.0;403.0;21680.0;;;;;;;;;;;;;;;;;;;;;;;;
33300;426.0;1032.0;20120.0;;;;;;;;;;;;;;;;;;;;;;;;
33301;226.0;560.0;21620.0;;;;;;;;;;;;;;;;;;;;;;;;
33302;151.0;345.0;23060.0;;;;;;;;;;;;;;;;;;;;;;;;
33303;360.0;884.0;22010.0;;;;;;;;;;;;;;;;;;;;;;;;
33304;65.0;161.0;20200.0;;;;;;;;;;;;;;;;;;;;;;;;
33305;213.0;528.0;20100.0;;;;;;;;;;;;;;;;;;;;;;;;
33306;170.0;408.0;20280.0;;;;;;;;;;;;;;;;;;;;;;;;
33307;673.0;1745.0;20330.0;;;;;;;;;;;;;;;;;;;;;;;;
33308;111.0;286.0;22400.0;;;;;;;;;;;;;;;;;;;;;;;;
33309;208.0;486.0;18890.0;;;;;;;;;;;;;;;;;;;;;;;;
33310;70.0;190.0;21660.0;;;;;;;;;;;;;;;;;;;;;;;;
33311;502.0;1220.0;20180.0;;;;;;;;;;;;;;;;;;;;;;;;
33312;3708.0;9059.0;22380.0;58.0;8.0;;;9.0;;;;5.0;15.0;81.6;75.5;3.5;2.6;23.5;6.7;4.3;2.0;1.4;0.9;-16.1;13690.0;34800.0;2.5
33314;2166.0;4719.0;17830.0;39.0;23.0;;31.0;31.0;22.0;;;10.0;36.0;62.8;54.5;4.5;3.8;34.7;7.3;8.6;2.7;3.7;2.2;-13.4;9860.0;29740.0;3.0
33315;639.0;1536.0;18350.0;;;;;;;;;;;;;;;;;;;;;;;;
33316;433.0;986.0;17680.0;;;;;;;;;;;;;;;;;;;;;;;;
33317;480.0;1218.0;20440.0;;;;;;;;;;;;;;;;;;;;;;;;
33318;25252.0;57945.0;23300.0;59.0;12.0;27.0;16.0;14.0;11.0;7.0;6.0;5.0;25.0;77.7;70.2;2.9;4.6;27.4;8.4;5.0;1.7;1.9;1.4;-18.5;11850.0;40680.0;3.4
33319;206.0;411.0;17960.0;;;;;;;;;;;;;;;;;;;;;;;;
33320;279.0;714.0;19800.0;;;;;;;;;;;;;;;;;;;;;;;;
33321;772.0;2128.0;21580.0;48.0;;;;;;;;;;83.8;77.3;3.3;3.2;19.6;4.2;5.2;2.9;1.5;0.8;-12.8;13080.0;31530.0;2.4
33322;2569.0;6818.0;24900.0;68.0;5.0;;;;;;;5.0;;79.9;72.3;3.1;4.5;26.7;8.1;3.1;1.7;0.9;0.5;-17.8;15140.0;39270.0;2.6
33323;364.0;917.0;21410.0;;;;;;;;;;;;;;;;;;;;;;;;
33324;2071.0;4290.0;18260.0;39.0;20.0;;;24.0;;;;12.0;30.0;53.7;44.2;3.5;6.0;43.3;8.8;7.4;2.2;3.1;2.1;-13.2;10510.0;30870.0;2.9
33325;423.0;987.0;23790.0;;;;;;;;;;;;;;;;;;;;;;;;
33326;92.0;213.0;17420.0;;;;;;;;;;;;;;;;;;;;;;;;
33327;1128.0;2777.0;20640.0;47.0;11.0;;;;;;;;24.0;70.1;63.2;3.5;3.4;30.3;7.3;5.7;2.7;1.7;1.3;-13.4;12480.0;31750.0;2.5
33328;288.0;624.0;20700.0;;;;;;;;;;;;;;;;;;;;;;;;
33329;103.0;270.0;21300.0;;;;;;;;;;;;;;;;;;;;;;;;
33330;1259.0;3194.0;26670.0;68.0;;;;;;;;;;75.4;68.9;2.3;4.2;29.9;11.2;2.2;1.3;0.6;0.3;-18.7;16640.0;43720.0;2.6
33331;193.0;490.0;19450.0;;;;;;;;;;;;;;;;;;;;;;;;
33332;368.0;877.0;19270.0;;;;;;;;;;;;;;;;;;;;;;;;
33333;1368.0;3408.0;22150.0;52.0;10.0;;;;;;;;;74.0;62.7;4.0;7.3;27.8;9.5;3.5;2.1;0.8;0.6;-14.8;12730.0;35470.0;2.8
33334;1101.0;2738.0;21750.0;53.0;8.0;;;;;;;;;77.7;69.6;3.3;4.8;24.0;9.5;4.0;2.1;1.2;0.7;-15.2;13310.0;36790.0;2.8
33335;213.0;584.0;22750.0;;;;;;;;;;;;;;;;;;;;;;;;
33336;478.0;999.0;18930.0;;;;;;;;;;;;;;;;;;;;;;;;
33337;922.0;2147.0;19310.0;42.0;17.0;;;;;;;;;67.4;58.5;3.5;5.4;30.2;9.8;6.5;2.5;2.6;1.4;-13.9;11380.0;31480.0;2.8
33339;590.0;1404.0;21930.0;;;;;;;;;;;;;;;;;;;;;;;;
33341;941.0;2204.0;20280.0;41.0;10.0;;;;;;;;;70.1;62.7;3.3;4.1;30.7;6.5;5.5;2.5;1.9;1.1;-12.8;12520.0;32440.0;2.6
33342;358.0;828.0;21930.0;;;;;;;;;;;;;;;;;;;;;;;;
33343;340.0;779.0;22660.0;;;;;;;;;;;;;;;;;;;;;;;;
33344;243.0;512.0;18510.0;;;;;;;;;;;;;;;;;;;;;;;;
33345;166.0;388.0;20930.0;;;;;;;;;;;;;;;;;;;;;;;;
33346;165.0;407.0;17930.0;;;;;;;;;;;;;;;;;;;;;;;;
33347;120.0;301.0;19230.0;;;;;;;;;;;;;;;;;;;;;;;;
33348;625.0;1354.0;19350.0;;;;;;;;;;;;;;;;;;;;;;;;
33349;831.0;2164.0;24700.0;64.0;;;;;;;;;;78.8;69.5;3.1;6.2;27.8;9.3;2.5;1.5;0.6;0.4;-18.4;15140.0;41140.0;2.7
33350;521.0;1183.0;19570.0;;;;;;;;;;;;;;;;;;;;;;;;
33351;654.0;1546.0;18040.0;;;;;;;;;;;;;;;;;;;;;;;;
33352;1947.0;4009.0;16040.0;32.0;30.0;;35.0;38.0;31.0;;;15.0;41.0;58.4;49.5;4.1;4.8;32.1;8.4;13.8;3.1;6.8;3.9;-12.7;8970.0;28610.0;3.2
33353;83.0;201.0;17240.0;;;;;;;;;;;;;;;;;;;;;;;;
33354;78.0;200.0;18770.0;;;;;;;;;;;;;;;;;;;;;;;;
33355;663.0;1499.0;20270.0;;;;;;;;;;;;;;;;;;;;;;;;
33356;161.0;400.0;20420.0;;;;;;;;;;;;;;;;;;;;;;;;
33357;642.0;1752.0;23620.0;;;;;;;;;;;;;;;;;;;;;;;;
33358;178.0;479.0;19270.0;;;;;;;;;;;;;;;;;;;;;;;;
33359;110.0;278.0;17610.0;;;;;;;;;;;;;;;;;;;;;;;;
33360;134.0;304.0;18210.0;;;;;;;;;;;;;;;;;;;;;;;;
33361;234.0;586.0;19850.0;;;;;;;;;;;;;;;;;;;;;;;;
33362;506.0;1298.0;20220.0;;;;;;;;;;;;;;;;;;;;;;;;
33363;1672.0;4499.0;23420.0;58.0;7.0;;;;;;;;;81.2;73.3;3.2;4.7;23.5;7.2;3.9;2.4;0.9;0.6;-15.8;14290.0;36490.0;2.6
33364;154.0;379.0;21420.0;;;;;;;;;;;;;;;;;;;;;;;;
33365;83.0;197.0;24080.0;;;;;;;;;;;;;;;;;;;;;;;;
33366;4882.0;11350.0;20750.0;48.0;12.0;;10.0;14.0;10.0;;;6.0;18.0;78.8;70.4;3.6;4.8;23.1;6.3;6.0;2.4;2.1;1.5;-14.2;12260.0;33070.0;2.7
33367;178.0;451.0;21290.0;;;;;;;;;;;;;;;;;;;;;;;;
33369;298.0;682.0;19700.0;;;;;;;;;;;;;;;;;;;;;;;;
33370;244.0;547.0;19350.0;;;;;;;;;;;;;;;;;;;;;;;;
33372;;;;;;;;;;;;;;;;;;;;;;;;;;;
33373;238.0;554.0;18680.0;;;;;;;;;;;;;;;;;;;;;;;;
33374;344.0;809.0;17310.0;;;;;;;;;;;;;;;;;;;;;;;;
33375;158.0;339.0;24030.0;;;;;;;;;;;;;;;;;;;;;;;;
33376;2747.0;7481.0;28800.0;75.0;5.0;;;;;;;;;85.7;76.7;2.9;6.1;25.4;8.9;2.4;1.3;0.6;0.5;-22.4;16330.0;49400.0;3.0
33377;;;;;;;;;;;;;;;;;;;;;;;;;;;
33378;616.0;1426.0;18710.0;;;;;;;;;;;;;;;;;;;;;;;;
33379;125.0;282.0;18400.0;;;;;;;;;;;;;;;;;;;;;;;;
33380;750.0;1783.0;17330.0;;;;;;;;;;;;;;;;;;;;;;;;
33381;1243.0;3211.0;23200.0;59.0;;;;;;;;;;79.7;71.3;3.2;5.2;25.5;7.9;3.2;1.9;0.8;0.5;-16.3;14460.0;37690.0;2.6
33382;779.0;1836.0;18100.0;;;;;;;;;;;;;;;;;;;;;;;;
33383;129.0;266.0;18620.0;;;;;;;;;;;;;;;;;;;;;;;;
33384;173.0;398.0;20640.0;;;;;;;;;;;;;;;;;;;;;;;;
33385;271.0;660.0;18050.0;;;;;;;;;;;;;;;;;;;;;;;;
33386;77.0;187.0;18260.0;;;;;;;;;;;;;;;;;;;;;;;;
33387;493.0;1367.0;19990.0;;;;;;;;;;;;;;;;;;;;;;;;
33388;302.0;744.0;18840.0;;;;;;;;;;;;;;;;;;;;;;;;
33389;1295.0;2953.0;18770.0;41.0;19.0;;;;;;;13.0;31.0;62.8;53.8;3.3;5.7;34.8;8.1;7.5;2.5;3.3;1.7;-13.2;10590.0;32400.0;3.1
33390;163.0;417.0;20680.0;;;;;;;;;;;;;;;;;;;;;;;;
33391;131.0;315.0;19750.0;;;;;;;;;;;;;;;;;;;;;;;;
33392;343.0;832.0;18520.0;;;;;;;;;;;;;;;;;;;;;;;;
33393;2168.0;5414.0;19730.0;44.0;15.0;;;19.0;;;;12.0;25.0;69.3;59.9;3.6;5.8;30.7;6.8;6.9;3.0;2.5;1.4;-13.7;10840.0;31210.0;2.9
33394;806.0;1799.0;22270.0;;;;;;;;;;;;;;;;;;;;;;;;
33395;722.0;1693.0;19340.0;;;;;;;;;;;;;;;;;;;;;;;;
33396;81.0;200.0;18630.0;;;;;;;;;;;;;;;;;;;;;;;;
33397;1875.0;4893.0;21770.0;56.0;14.0;;;;;;;6.0;36.0;72.9;66.3;2.9;3.7;29.3;8.6;5.4;2.3;2.0;1.1;-16.2;11140.0;36210.0;3.3
33398;61.0;173.0;21480.0;;;;;;;;;;;;;;;;;;;;;;;;
33399;120.0;303.0;18240.0;;;;;;;;;;;;;;;;;;;;;;;;
33400;139.0;313.0;19380.0;;;;;;;;;;;;;;;;;;;;;;;;
33401;56.0;138.0;19190.0;;;;;;;;;;;;;;;;;;;;;;;;
33402;1152.0;2275.0;13540.0;24.0;44.0;;;;;;;;53.0;43.1;34.7;5.0;3.4;40.8;7.8;18.8;4.1;8.8;5.9;-10.5;7880.0;26470.0;3.4
33403;46.0;118.0;20310.0;;;;;;;;;;;;;;;;;;;;;;;;
33404;85.0;208.0;17280.0;;;;;;;;;;;;;;;;;;;;;;;;
33405;206.0;493.0;22000.0;;;;;;;;;;;;;;;;;;;;;;;;
33406;158.0;378.0;19840.0;;;;;;;;;;;;;;;;;;;;;;;;
33407;298.0;840.0;21500.0;;;;;;;;;;;;;;;;;;;;;;;;
33408;143.0;395.0;25040.0;;;;;;;;;;;;;;;;;;;;;;;;
33409;;;;;;;;;;;;;;;;;;;;;;;;;;;
33411;59.0;156.0;19920.0;;;;;;;;;;;;;;;;;;;;;;;;
33412;516.0;1305.0;19500.0;;;;;;;;;;;;;;;;;;;;;;;;
33413;890.0;2232.0;23170.0;58.0;;;;;;;;;;74.6;65.8;3.5;5.3;28.6;8.9;3.6;1.7;1.2;0.7;-15.7;14010.0;37880.0;2.7
33414;147.0;395.0;21010.0;;;;;;;;;;;;;;;;;;;;;;;;
33415;726.0;1882.0;21780.0;;;;;;;;;;;;;;;;;;;;;;;;
33416;399.0;992.0;19200.0;;;;;;;;;;;;;;;;;;;;;;;;
33417;1068.0;2911.0;23100.0;54.0;7.0;;;;;;;;;84.4;76.3;3.6;4.5;20.4;5.9;4.0;2.2;1.2;0.6;-14.7;14100.0;34670.0;2.5
33418;154.0;376.0;20530.0;;;;;;;;;;;;;;;;;;;;;;;;
33419;;;;;;;;;;;;;;;;;;;;;;;;;;;
33420;53.0;146.0;22760.0;;;;;;;;;;;;;;;;;;;;;;;;
33421;173.0;416.0;20520.0;;;;;;;;;;;;;;;;;;;;;;;;
33422;3330.0;8841.0;25240.0;68.0;6.0;;;;;;;;12.0;89.0;80.8;3.2;5.0;18.1;8.1;3.1;1.6;0.9;0.6;-18.3;14900.0;41960.0;2.8
33423;274.0;633.0;20050.0;;;;;;;;;;;;;;;;;;;;;;;;
33424;1924.0;4836.0;20670.0;47.0;11.0;;;;;;;7.0;23.0;75.5;67.5;3.8;4.2;27.1;6.3;5.3;2.7;1.6;1.0;-14.2;12410.0;32160.0;2.6
33425;564.0;1506.0;22020.0;;;;;;;;;;;;;;;;;;;;;;;;
33426;114.0;245.0;21830.0;;;;;;;;;;;;;;;;;;;;;;;;
33427;96.0;246.0;20830.0;;;;;;;;;;;;;;;;;;;;;;;;
33428;;;;;;;;;;;;;;;;;;;;;;;;;;;
33429;128.0;318.0;18010.0;;;;;;;;;;;;;;;;;;;;;;;;
33431;129.0;332.0;20780.0;;;;;;;;;;;;;;;;;;;;;;;;
33432;75.0;214.0;19160.0;;;;;;;;;;;;;;;;;;;;;;;;
33433;3822.0;9715.0;22240.0;57.0;9.0;;;12.0;;;;5.0;17.0;77.9;70.0;3.8;4.1;25.2;8.0;4.7;2.2;1.5;1.0;-15.8;13050.0;35980.0;2.8
33434;846.0;2111.0;20190.0;45.0;12.0;;;;;;;;;73.3;66.4;4.6;2.3;26.6;6.4;6.9;2.8;2.5;1.6;-13.2;11990.0;30340.0;2.5
33435;890.0;1978.0;19080.0;;;;;;;;;;;;;;;;;;;;;;;;
33436;400.0;1044.0;20790.0;;;;;;;;;;;;;;;;;;;;;;;;
33437;861.0;2005.0;19370.0;47.0;14.0;;;;;;;;;57.6;47.6;3.4;6.6;39.1;11.9;4.9;2.2;1.7;1.0;-13.5;11410.0;33030.0;2.9
33438;773.0;2008.0;19610.0;45.0;14.0;;;;;;;;;69.9;62.5;3.6;3.8;29.3;7.6;7.2;3.5;2.3;1.4;-14.0;11320.0;31050.0;2.7
33439;589.0;1544.0;19430.0;;;;;;;;;;;;;;;;;;;;;;;;
33440;97.0;246.0;20900.0;;;;;;;;;;;;;;;;;;;;;;;;
33441;524.0;1133.0;21820.0;;;;;;;;;;;;;;;;;;;;;;;;
33442;202.0;513.0;19960.0;;;;;;;;;;;;;;;;;;;;;;;;
33443;59.0;146.0;22370.0;;;;;;;;;;;;;;;;;;;;;;;;
33444;229.0;577.0;19900.0;;;;;;;;;;;;;;;;;;;;;;;;
33445;328.0;863.0;21080.0;;;;;;;;;;;;;;;;;;;;;;;;
33446;69.0;162.0;22310.0;;;;;;;;;;;;;;;;;;;;;;;;
33447;1075.0;2404.0;18240.0;36.0;20.0;;;;;;;;34.0;61.1;52.6;4.2;4.3;34.0;8.9;8.7;2.8;3.7;2.2;-12.7;10070.0;28700.0;2.9
33448;1150.0;3074.0;23930.0;60.0;;;;;;;;;;80.2;73.1;2.8;4.3;23.1;9.7;3.2;1.9;0.8;0.5;-16.2;15160.0;36950.0;2.4
33449;13189.0;32015.0;24640.0;64.0;7.0;15.0;8.0;9.0;5.0;;;5.0;15.0;78.6;72.3;2.9;3.4;28.6;7.2;3.6;1.7;1.1;0.8;-18.0;14110.0;40160.0;2.8
33450;106.0;220.0;16520.0;;;;;;;;;;;;;;;;;;;;;;;;
33451;211.0;532.0;20780.0;;;;;;;;;;;;;;;;;;;;;;;;
33452;287.0;763.0;22310.0;;;;;;;;;;;;;;;;;;;;;;;;
33453;92.0;210.0;20570.0;;;;;;;;;;;;;;;;;;;;;;;;
33454;624.0;1750.0;24990.0;;;;;;;;;;;;;;;;;;;;;;;;
33456;202.0;468.0;21220.0;;;;;;;;;;;;;;;;;;;;;;;;
33457;226.0;579.0;21990.0;;;;;;;;;;;;;;;;;;;;;;;;
33458;400.0;975.0;18730.0;;;;;;;;;;;;;;;;;;;;;;;;
33459;103.0;210.0;20970.0;;;;;;;;;;;;;;;;;;;;;;;;
33460;244.0;579.0;19960.0;;;;;;;;;;;;;;;;;;;;;;;;
33461;161.0;365.0;20320.0;;;;;;;;;;;;;;;;;;;;;;;;
33462;201.0;454.0;20400.0;;;;;;;;;;;;;;;;;;;;;;;;
33463;591.0;1351.0;19630.0;;;;;;;;;;;;;;;;;;;;;;;;
33464;131.0;319.0;21070.0;;;;;;;;;;;;;;;;;;;;;;;;
33465;481.0;1217.0;20220.0;;;;;;;;;;;;;;;;;;;;;;;;
33466;1082.0;2552.0;20060.0;43.0;9.0;;;;;;;;;87.4;79.0;4.0;4.4;14.8;4.9;5.8;2.7;1.9;1.2;-12.9;13020.0;30080.0;2.3
33467;107.0;232.0;19980.0;;;;;;;;;;;;;;;;;;;;;;;;
33468;182.0;409.0;20510.0;;;;;;;;;;;;;;;;;;;;;;;;
33470;336.0;823.0;22980.0;;;;;;;;;;;;;;;;;;;;;;;;
33471;524.0;1260.0;21970.0;;;;;;;;;;;;;;;;;;;;;;;;
33472;151.0;391.0;20260.0;;;;;;;;;;;;;;;;;;;;;;;;
33473;1236.0;3176.0;19170.0;37.0;15.0;;;;;;;12.0;23.0;74.9;66.2;3.6;5.1;24.4;6.1;7.4;3.4;2.5;1.5;-12.8;11640.0;29980.0;2.6
33474;1111.0;3129.0;24590.0;64.0;;;;;;;;;;90.4;81.3;3.3;5.8;16.7;6.2;3.2;2.3;0.6;0.3;-16.5;15330.0;37680.0;2.5
33475;166.0;438.0;20880.0;;;;;;;;;;;;;;;;;;;;;;;;
33476;306.0;697.0;18490.0;;;;;;;;;;;;;;;;;;;;;;;;
33477;371.0;712.0;20410.0;;;;;;;;;;;;;;;;;;;;;;;;
33478;1546.0;3237.0;17160.0;33.0;20.0;;;30.0;;;;;30.0;54.6;48.7;4.1;1.8;40.5;5.9;10.4;3.0;4.6;2.8;-11.4;10550.0;27330.0;2.6
33479;93.0;239.0;20400.0;;;;;;;;;;;;;;;;;;;;;;;;
33480;618.0;1408.0;20740.0;;;;;;;;;;;;;;;;;;;;;;;;
33481;91.0;224.0;19980.0;;;;;;;;;;;;;;;;;;;;;;;;
33482;102.0;255.0;19900.0;;;;;;;;;;;;;;;;;;;;;;;;
33483;1915.0;4647.0;23850.0;58.0;6.0;;;;;;;;;70.2;63.5;3.1;3.6;31.8;13.2;3.1;1.5;0.9;0.7;-18.3;14130.0;43070.0;3.0
33484;788.0;1793.0;18980.0;;;;;;;;;;;;;;;;;;;;;;;;
33485;729.0;1714.0;20520.0;;;;;;;;;;;;;;;;;;;;;;;;
33486;134.0;328.0;19800.0;;;;;;;;;;;;;;;;;;;;;;;;
33487;374.0;925.0;20950.0;;;;;;;;;;;;;;;;;;;;;;;;
33488;149.0;342.0;22080.0;;;;;;;;;;;;;;;;;;;;;;;;
33489;136.0;359.0;21610.0;;;;;;;;;;;;;;;;;;;;;;;;
33490;894.0;1823.0;18720.0;;;;;;;;;;;;;;;;;;;;;;;;
33491;161.0;352.0;18840.0;;;;;;;;;;;;;;;;;;;;;;;;
33492;976.0;2444.0;18650.0;35.0;18.0;;;;;;;;34.0;73.9;67.1;5.0;1.8;23.3;4.5;9.5;3.6;3.5;2.4;-11.2;10720.0;27490.0;2.6
33493;161.0;350.0;21630.0;;;;;;;;;;;;;;;;;;;;;;;;
33494;397.0;1127.0;24050.0;;;;;;;;;;;;;;;;;;;;;;;;
33496;1012.0;2639.0;24670.0;63.0;;;;;;;;;;79.6;71.3;2.9;5.4;26.3;8.4;2.7;1.5;0.7;0.5;-17.0;14860.0;39760.0;2.7
33498;2902.0;7534.0;22580.0;54.0;7.0;;;;;;;5.0;15.0;77.8;68.6;3.3;5.9;26.3;7.6;4.0;2.2;1.1;0.7;-15.7;13880.0;36700.0;2.6
